PATHWAY	NAME	NGENES	NCOMPOUNDS	TYPE
R-MMU-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter	26	1	REACTOME
R-MMU-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter	25	1	REACTOME
R-MMU-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	26	1	REACTOME
R-MMU-6807505	RNA polymerase II transcribes snRNA genes	71	6	REACTOME
R-MMU-1222556	ROS and RNS production in phagocytes	36	22	REACTOME
R-MMU-444257	RSK activation	4	0	REACTOME
R-MMU-8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	2	0	REACTOME
R-MMU-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	34	2	REACTOME
R-MMU-8931987	RUNX1 regulates estrogen receptor mediated transcription	2	1	REACTOME
R-MMU-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	83	2	REACTOME
R-MMU-8939245	RUNX1 regulates transcription of genes involved in BCR signaling	3	0	REACTOME
R-MMU-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	66	2	REACTOME
R-MMU-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	4	0	REACTOME
R-MMU-8939246	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	1	0	REACTOME
R-MMU-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	2	0	REACTOME
R-MMU-8941326	RUNX2 regulates bone development	6	4	REACTOME
R-MMU-8940973	RUNX2 regulates osteoblast differentiation	2	4	REACTOME
R-MMU-8941855	RUNX3 regulates CDKN1A transcription	4	0	REACTOME
R-MMU-8941856	RUNX3 regulates NOTCH signaling	10	0	REACTOME
R-MMU-8951430	RUNX3 regulates WNT signaling	5	0	REACTOME
R-MMU-8951671	RUNX3 regulates YAP1-mediated transcription	4	0	REACTOME
R-MMU-8951936	RUNX3 regulates p14-ARF	7	5	REACTOME
R-MMU-9007101	Rab regulation of trafficking	109	6	REACTOME
R-MMU-392517	Rap1 signalling	13	8	REACTOME
R-MMU-975578	Reactions specific to the complex N-glycan synthesis pathway	8	17	REACTOME
R-MMU-975574	Reactions specific to the hybrid N-glycan synthesis pathway	0	3	REACTOME
R-MMU-8934903	Receptor Mediated Mitophagy	11	2	REACTOME
R-MMU-388844	Receptor-type tyrosine-protein phosphatases	19	0	REACTOME
R-MMU-110330	Recognition and association of DNA glycosylase with site containing an affected purine	62	1	REACTOME
R-MMU-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	1	0	REACTOME
R-MMU-110314	Recognition of DNA damage by PCNA-containing replication complex	28	0	REACTOME
R-MMU-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	75	8	REACTOME
R-MMU-380320	Recruitment of NuMA to mitotic centrosomes	89	2	REACTOME
R-MMU-380270	Recruitment of mitotic centrosome proteins and complexes	78	0	REACTOME
R-MMU-159418	Recycling of bile acids and salts	15	21	REACTOME
R-MMU-72731	Recycling of eIF2:GDP	8	2	REACTOME
R-MMU-437239	Recycling pathway of L1	34	6	REACTOME
R-MMU-418359	Reduction of cytosolic Ca++ levels	14	3	REACTOME
R-MMU-8866376	Reelin signalling pathway	5	2	REACTOME
R-MMU-5218859	Regulated Necrosis	19	5	REACTOME
R-MMU-193692	Regulated proteolysis of p75NTR	10	1	REACTOME
R-MMU-3371378	Regulation by c-FLIP	10	0	REACTOME
R-MMU-176408	Regulation of APC/C activators between G1/S and early anaphase	28	2	REACTOME
R-MMU-169911	Regulation of Apoptosis	2	1	REACTOME
R-MMU-977606	Regulation of Complement cascade	38	6	REACTOME
R-MMU-9617629	Regulation of FOXO transcriptional activity by acetylation	6	6	REACTOME
R-MMU-4641263	Regulation of FZD by ubiquitination	20	1	REACTOME
R-MMU-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	30	4	REACTOME
R-MMU-3371453	Regulation of HSF1-mediated heat shock response	64	7	REACTOME
R-MMU-912694	Regulation of IFNA signaling	18	2	REACTOME
R-MMU-877312	Regulation of IFNG signaling	9	2	REACTOME
R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	116	2	REACTOME
R-MMU-1433559	Regulation of KIT signaling	14	2	REACTOME
R-MMU-9022692	Regulation of MECP2 expression and activity	6	2	REACTOME
R-MMU-2565942	Regulation of PLK1 Activity at G2/M Transition	85	5	REACTOME
R-MMU-8943724	Regulation of PTEN gene transcription	41	4	REACTOME
R-MMU-8948747	Regulation of PTEN localization	9	1	REACTOME
R-MMU-8948751	Regulation of PTEN stability and activity	68	5	REACTOME
R-MMU-5658442	Regulation of RAS by GAPs	67	2	REACTOME
R-MMU-8934593	Regulation of RUNX1 Expression and Activity	7	2	REACTOME
R-MMU-8939902	Regulation of RUNX2 expression and activity	52	0	REACTOME
R-MMU-8941858	Regulation of RUNX3 expression and activity	53	2	REACTOME
R-MMU-5686938	Regulation of TLR by endogenous ligand	17	12	REACTOME
R-MMU-5357905	Regulation of TNFR1 signaling	32	2	REACTOME
R-MMU-5633007	Regulation of TP53 Activity	147	14	REACTOME
R-MMU-6804758	Regulation of TP53 Activity through Acetylation	29	9	REACTOME
R-MMU-6804759	Regulation of TP53 Activity through Association with Co-factors	14	2	REACTOME
R-MMU-6804760	Regulation of TP53 Activity through Methylation	18	4	REACTOME
R-MMU-6804756	Regulation of TP53 Activity through Phosphorylation	83	4	REACTOME
R-MMU-6804757	Regulation of TP53 Degradation	35	5	REACTOME
R-MMU-6804754	Regulation of TP53 Expression	1	0	REACTOME
R-MMU-6806003	Regulation of TP53 Expression and Degradation	35	5	REACTOME
R-MMU-2029482	Regulation of actin dynamics for phagocytic cup formation	58	9	REACTOME
R-MMU-186712	Regulation of beta-cell development	4	2	REACTOME
R-MMU-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	7	1	REACTOME
R-MMU-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	7	0	REACTOME
R-MMU-9010553	Regulation of expression of SLITs and ROBOs	8	1	REACTOME
R-MMU-191650	Regulation of gap junction activity	3	2	REACTOME
R-MMU-1234158	Regulation of gene expression by Hypoxia-inducible Factor	6	1	REACTOME
R-MMU-210745	Regulation of gene expression in beta cells	4	2	REACTOME
R-MMU-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	4	6	REACTOME
R-MMU-3134975	Regulation of innate immune responses to cytosolic DNA	12	0	REACTOME
R-MMU-422356	Regulation of insulin secretion	58	24	REACTOME
R-MMU-400206	Regulation of lipid metabolism by PPARalpha	16	6	REACTOME
R-MMU-9614399	Regulation of localization of FOXO transcription factors	12	2	REACTOME
R-MMU-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	86	3	REACTOME
R-MMU-453276	Regulation of mitotic cell cycle	83	4	REACTOME
R-MMU-5675482	Regulation of necroptotic cell death	17	0	REACTOME
R-MMU-350562	Regulation of ornithine decarboxylase (ODC)	51	0	REACTOME
R-MMU-204174	Regulation of pyruvate dehydrogenase (PDH) complex	16	15	REACTOME
R-MMU-912631	Regulation of signaling by CBL	21	0	REACTOME
R-MMU-9627069	Regulation of the apoptosome activity	2	1	REACTOME
R-MMU-350864	Regulation of thyroid hormone activity	3	6	REACTOME
R-MMU-444821	Relaxin receptors	6	0	REACTOME
R-MMU-5362798	Release of Hh-Np from the secreting cell	6	0	REACTOME
R-MMU-111457	Release of apoptotic factors from the mitochondria	4	0	REACTOME
R-MMU-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	10	0	REACTOME
R-MMU-69166	Removal of the Flap Intermediate	11	6	REACTOME
R-MMU-174437	Removal of the Flap Intermediate from the C-strand	7	6	REACTOME
R-MMU-4641265	Repression of WNT target genes	10	0	REACTOME
R-MMU-1474165	Reproduction	24	5	REACTOME
R-MMU-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	20	7	REACTOME
R-MMU-110381	Resolution of AP sites via the single-nucleotide replacement pathway	3	3	REACTOME
R-MMU-73933	Resolution of Abasic Sites (AP sites)	31	9	REACTOME
R-MMU-5693537	Resolution of D-Loop Structures	32	6	REACTOME
R-MMU-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	31	2	REACTOME
R-MMU-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	25	6	REACTOME
R-MMU-2500257	Resolution of Sister Chromatid Cohesion	118	9	REACTOME
R-MMU-611105	Respiratory electron transport	60	10	REACTOME
R-MMU-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	83	18	REACTOME
R-MMU-76005	Response to elevated platelet cytosolic Ca2+	120	11	REACTOME
R-MMU-5660526	Response to metal ions	2	5	REACTOME
R-MMU-975634	Retinoid metabolism and transport	45	29	REACTOME
R-MMU-177504	Retrograde neurotrophin signalling	9	0	REACTOME
R-MMU-6811440	Retrograde transport at the Trans-Golgi-Network	42	4	REACTOME
R-MMU-888593	Reuptake of GABA	3	6	REACTOME
R-MMU-73943	Reversal of alkylation damage by DNA dioxygenases	2	7	REACTOME
R-MMU-1475029	Reversible hydration of carbon dioxide	12	5	REACTOME
R-MMU-444411	Rhesus glycoproteins mediate ammonium transport.	3	2	REACTOME
R-MMU-194840	Rho GTPase cycle	127	3	REACTOME
R-MMU-72702	Ribosomal scanning and start codon recognition	58	6	REACTOME
R-MMU-428890	Role of ABL in ROBO-SLIT signaling	3	2	REACTOME
R-MMU-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	14	6	REACTOME
R-MMU-2029485	Role of phospholipids in phagocytosis	21	13	REACTOME
R-MMU-69242	S Phase	142	20	REACTOME
R-MMU-187577	SCF(Skp2)-mediated degradation of p27/p21	61	2	REACTOME
R-MMU-373756	SDK interactions	2	0	REACTOME
R-MMU-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	10	0	REACTOME
R-MMU-5654688	SHC-mediated cascade:FGFR1	19	5	REACTOME
R-MMU-5654699	SHC-mediated cascade:FGFR2	21	5	REACTOME
R-MMU-5654704	SHC-mediated cascade:FGFR3	16	5	REACTOME
R-MMU-5654719	SHC-mediated cascade:FGFR4	19	5	REACTOME
R-MMU-2428933	SHC-related events triggered by IGF1R	6	2	REACTOME
R-MMU-180336	SHC1 events in EGFR signaling	13	4	REACTOME
R-MMU-1250196	SHC1 events in ERBB2 signaling	16	6	REACTOME
R-MMU-1250347	SHC1 events in ERBB4 signaling	12	4	REACTOME
R-MMU-427359	SIRT1 negatively regulates rRNA expression	68	6	REACTOME
R-MMU-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	11	2	REACTOME
R-MMU-111367	SLBP independent Processing of Histone Pre-mRNAs	10	2	REACTOME
R-MMU-425407	SLC-mediated transmembrane transport	225	167	REACTOME
R-MMU-8985586	SLIT2:ROBO1 increases RHOA activity	3	4	REACTOME
R-MMU-111463	SMAC (DIABLO) binds to IAPs 	3	0	REACTOME
R-MMU-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes 	3	0	REACTOME
R-MMU-111469	SMAC, XIAP-regulated apoptotic response	5	0	REACTOME
R-MMU-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	23	2	REACTOME
R-MMU-112412	SOS-mediated signalling	4	0	REACTOME
R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane	89	1	REACTOME
R-MMU-3249367	STAT6-mediated induction of chemokines	3	2	REACTOME
R-MMU-1834941	STING mediated induction of host immune responses	7	5	REACTOME
R-MMU-3108232	SUMO E3 ligases SUMOylate target proteins	155	10	REACTOME
R-MMU-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	3	3	REACTOME
R-MMU-3065679	SUMO is proteolytically processed	6	0	REACTOME
R-MMU-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	4	0	REACTOME
R-MMU-2990846	SUMOylation	160	13	REACTOME
R-MMU-3108214	SUMOylation of DNA damage response and repair proteins	72	0	REACTOME
R-MMU-4655427	SUMOylation of DNA methylation proteins	4	0	REACTOME
R-MMU-4615885	SUMOylation of DNA replication proteins	42	0	REACTOME
R-MMU-4570464	SUMOylation of RNA binding proteins	45	0	REACTOME
R-MMU-4085377	SUMOylation of SUMOylation proteins	33	0	REACTOME
R-MMU-4551638	SUMOylation of chromatin organization proteins	65	0	REACTOME
R-MMU-4755510	SUMOylation of immune response proteins	11	1	REACTOME
R-MMU-4090294	SUMOylation of intracellular receptors	25	9	REACTOME
R-MMU-3899300	SUMOylation of transcription cofactors	37	0	REACTOME
R-MMU-3232118	SUMOylation of transcription factors	14	0	REACTOME
R-MMU-3232142	SUMOylation of ubiquitinylation proteins	37	0	REACTOME
R-MMU-3000480	Scavenging by Class A Receptors	10	29	REACTOME
R-MMU-3000471	Scavenging by Class B Receptors	5	15	REACTOME
R-MMU-3000497	Scavenging by Class H Receptors	3	11	REACTOME
R-MMU-2168880	Scavenging of heme from plasma	17	7	REACTOME
R-MMU-9663891	Selective autophagy	60	4	REACTOME
R-MMU-2408522	Selenoamino acid metabolism	4	21	REACTOME
R-MMU-2408557	Selenocysteine synthesis	1	7	REACTOME
R-MMU-399954	Sema3A PAK dependent Axon repulsion	14	3	REACTOME
R-MMU-400685	Sema4D in semaphorin signaling	13	6	REACTOME
R-MMU-416572	Sema4D induced cell migration and growth-cone collapse	10	4	REACTOME
R-MMU-416550	Sema4D mediated inhibition of cell attachment and migration	7	6	REACTOME
R-MMU-373755	Semaphorin interactions	47	6	REACTOME
R-MMU-2559582	Senescence-Associated Secretory Phenotype (SASP)	101	4	REACTOME
R-MMU-5693548	Sensing of DNA Double Strand Breaks	5	5	REACTOME
R-MMU-2467813	Separation of Sister Chromatids	182	5	REACTOME
R-MMU-977347	Serine biosynthesis	9	16	REACTOME
R-MMU-181429	Serotonin Neurotransmitter Release Cycle	18	1	REACTOME
R-MMU-209931	Serotonin and melatonin biosynthesis	5	15	REACTOME
R-MMU-380615	Serotonin clearance from the synaptic cleft	3	13	REACTOME
R-MMU-390666	Serotonin receptors	11	1	REACTOME
R-MMU-4085001	Sialic acid metabolism	33	27	REACTOME
R-MMU-162582	Signal Transduction	2390	302	REACTOME
R-MMU-392518	Signal amplification	31	10	REACTOME
R-MMU-74749	Signal attenuation	11	2	REACTOME
R-MMU-391160	Signal regulatory protein family interactions	8	0	REACTOME
R-MMU-445144	Signal transduction by L1	19	4	REACTOME
R-MMU-1502540	Signaling by Activin	13	3	REACTOME
R-MMU-201451	Signaling by BMP	26	2	REACTOME
R-MMU-177929	Signaling by EGFR	45	8	REACTOME
R-MMU-1227986	Signaling by ERBB2	47	15	REACTOME
R-MMU-1236394	Signaling by ERBB4	34	7	REACTOME
R-MMU-9006335	Signaling by Erythropoietin	17	4	REACTOME
R-MMU-190236	Signaling by FGFR	80	10	REACTOME
R-MMU-5654736	Signaling by FGFR1	47	8	REACTOME
R-MMU-5654738	Signaling by FGFR2	68	8	REACTOME
R-MMU-5654741	Signaling by FGFR3	38	10	REACTOME
R-MMU-5654743	Signaling by FGFR4	40	8	REACTOME
R-MMU-372790	Signaling by GPCR	1038	244	REACTOME
R-MMU-5358351	Signaling by Hedgehog	134	12	REACTOME
R-MMU-2028269	Signaling by Hippo	20	2	REACTOME
R-MMU-74752	Signaling by Insulin receptor	73	10	REACTOME
R-MMU-449147	Signaling by Interleukins	262	9	REACTOME
R-MMU-2586552	Signaling by Leptin	2	0	REACTOME
R-MMU-6806834	Signaling by MET	73	8	REACTOME
R-MMU-8852405	Signaling by MST1	5	3	REACTOME
R-MMU-1181150	Signaling by NODAL	6	1	REACTOME
R-MMU-157118	Signaling by NOTCH	40	3	REACTOME
R-MMU-1980143	Signaling by NOTCH1	19	0	REACTOME
R-MMU-9012852	Signaling by NOTCH3	19	3	REACTOME
R-MMU-9013694	Signaling by NOTCH4	3	2	REACTOME
R-MMU-187037	Signaling by NTRK1 (TRKA)	57	10	REACTOME
R-MMU-9006115	Signaling by NTRK2 (TRKB)	9	2	REACTOME
R-MMU-9034015	Signaling by NTRK3 (TRKC)	4	2	REACTOME
R-MMU-166520	Signaling by NTRKs	69	11	REACTOME
R-MMU-9006927	Signaling by Non-Receptor Tyrosine Kinases	48	6	REACTOME
R-MMU-9006931	Signaling by Nuclear Receptors	238	55	REACTOME
R-MMU-186797	Signaling by PDGF	54	10	REACTOME
R-MMU-8848021	Signaling by PTK6	48	6	REACTOME
R-MMU-376176	Signaling by ROBO receptors	20	8	REACTOME
R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	398	41	REACTOME
R-MMU-5362517	Signaling by Retinoic Acid	42	29	REACTOME
R-MMU-194315	Signaling by Rho GTPases	426	28	REACTOME
R-MMU-1433557	Signaling by SCF-KIT	38	6	REACTOME
R-MMU-170834	Signaling by TGF-beta Receptor Complex	54	6	REACTOME
R-MMU-9006936	Signaling by TGF-beta family members	82	7	REACTOME
R-MMU-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	48	9	REACTOME
R-MMU-194138	Signaling by VEGF	98	25	REACTOME
R-MMU-195721	Signaling by WNT	294	21	REACTOME
R-MMU-983705	Signaling by the B Cell Receptor (BCR)	98	13	REACTOME
R-MMU-198765	Signalling to ERK5	1	0	REACTOME
R-MMU-187687	Signalling to ERKs	26	6	REACTOME
R-MMU-167044	Signalling to RAS	12	4	REACTOME
R-MMU-426486	Small interfering RNA (siRNA) biogenesis	8	2	REACTOME
R-MMU-445355	Smooth Muscle Contraction	29	5	REACTOME
R-MMU-427652	Sodium-coupled phosphate cotransporters	4	3	REACTOME
R-MMU-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	5	4	REACTOME
R-MMU-425561	Sodium/Calcium exchangers	12	4	REACTOME
R-MMU-425986	Sodium/Proton exchangers	9	2	REACTOME
R-MMU-1300642	Sperm Motility And Taxes	8	4	REACTOME
R-MMU-1660661	Sphingolipid de novo biosynthesis	42	35	REACTOME
R-MMU-428157	Sphingolipid metabolism	80	67	REACTOME
R-MMU-1295596	Spry regulation of FGF signaling	16	3	REACTOME
R-MMU-69541	Stabilization of p53	56	2	REACTOME
R-MMU-211994	Sterols are 12-hydroxylated by CYP8B1	2	11	REACTOME
R-MMU-2672351	Stimuli-sensing channels	99	13	REACTOME
R-MMU-390522	Striated Muscle Contraction	33	4	REACTOME
R-MMU-1614517	Sulfide oxidation to sulfate	5	13	REACTOME
R-MMU-1614635	Sulfur amino acid metabolism	24	57	REACTOME
R-MMU-5683826	Surfactant metabolism	20	14	REACTOME
R-MMU-69052	Switching of origins to a post-replicative state	89	3	REACTOME
R-MMU-8849932	Synaptic adhesion-like molecules	21	2	REACTOME
R-MMU-3000170	Syndecan interactions	16	2	REACTOME
R-MMU-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	7	11	REACTOME
R-MMU-2142712	Synthesis of 12-eicosatetraenoic acid derivatives	7	12	REACTOME
R-MMU-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	6	13	REACTOME
R-MMU-2142688	Synthesis of 5-eicosatetraenoic acids	6	8	REACTOME
R-MMU-1483076	Synthesis of CL	1	4	REACTOME
R-MMU-69239	Synthesis of DNA	114	15	REACTOME
R-MMU-446199	Synthesis of Dolichyl-phosphate	6	17	REACTOME
R-MMU-446205	Synthesis of GDP-mannose	3	3	REACTOME
R-MMU-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	1	5	REACTOME
R-MMU-1855183	Synthesis of IP2, IP, and Ins in the cytosol	10	18	REACTOME
R-MMU-1855204	Synthesis of IP3 and IP4 in the cytosol	27	13	REACTOME
R-MMU-1855231	Synthesis of IPs in the ER lumen	1	8	REACTOME
R-MMU-1855191	Synthesis of IPs in the nucleus	4	14	REACTOME
R-MMU-77111	Synthesis of Ketone Bodies	8	16	REACTOME
R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	25	25	REACTOME
R-MMU-2142700	Synthesis of Lipoxins (LX)	5	16	REACTOME
R-MMU-1483166	Synthesis of PA	38	26	REACTOME
R-MMU-1483191	Synthesis of PC	24	26	REACTOME
R-MMU-1483213	Synthesis of PE	12	17	REACTOME
R-MMU-1483148	Synthesis of PG	1	4	REACTOME
R-MMU-1483226	Synthesis of PI	5	9	REACTOME
R-MMU-1483248	Synthesis of PIPs at the ER membrane	5	9	REACTOME
R-MMU-1660514	Synthesis of PIPs at the Golgi membrane	17	14	REACTOME
R-MMU-1660516	Synthesis of PIPs at the early endosome membrane	15	15	REACTOME
R-MMU-1660517	Synthesis of PIPs at the late endosome membrane	10	11	REACTOME
R-MMU-1660499	Synthesis of PIPs at the plasma membrane	48	16	REACTOME
R-MMU-8847453	Synthesis of PIPs in the nucleus	4	6	REACTOME
R-MMU-1483101	Synthesis of PS	2	6	REACTOME
R-MMU-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	12	23	REACTOME
R-MMU-446210	Synthesis of UDP-N-acetyl-glucosamine	8	21	REACTOME
R-MMU-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	30	3	REACTOME
R-MMU-192105	Synthesis of bile acids and bile salts	36	77	REACTOME
R-MMU-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	16	28	REACTOME
R-MMU-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	18	19	REACTOME
R-MMU-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	27	52	REACTOME
R-MMU-5358493	Synthesis of diphthamide-EEF2	7	7	REACTOME
R-MMU-162699	Synthesis of dolichyl-phosphate mannose	3	4	REACTOME
R-MMU-480985	Synthesis of dolichyl-phosphate-glucose	2	7	REACTOME
R-MMU-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	6	15	REACTOME
R-MMU-162710	Synthesis of glycosylphosphatidylinositol (GPI)	16	19	REACTOME
R-MMU-1855167	Synthesis of pyrophosphates in the cytosol	10	19	REACTOME
R-MMU-446219	Synthesis of substrates in N-glycan biosythesis	61	68	REACTOME
R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs	22	25	REACTOME
R-MMU-422085	Synthesis, secretion, and deacylation of Ghrelin	16	5	REACTOME
R-MMU-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	10	21	REACTOME
R-MMU-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	4	7	REACTOME
R-MMU-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	28	7	REACTOME
R-MMU-8854214	TBC/RABGAPs	32	4	REACTOME
R-MMU-201681	TCF dependent signaling in response to WNT	217	9	REACTOME
R-MMU-202403	TCR signaling	101	10	REACTOME
R-MMU-5221030	TET1,2,3 and TDG demethylate DNA	1	3	REACTOME
R-MMU-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	3	0	REACTOME
R-MMU-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	3	0	REACTOME
R-MMU-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	2	1	REACTOME
R-MMU-2173789	TGF-beta receptor signaling activates SMADs	22	4	REACTOME
R-MMU-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	14	0	REACTOME
R-MMU-9013973	TICAM1-dependent activation of IRF3/IRF7	2	0	REACTOME
R-MMU-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	18	0	REACTOME
R-MMU-75893	TNF signaling	42	3	REACTOME
R-MMU-5357956	TNFR1-induced NFkappaB signaling pathway	28	0	REACTOME
R-MMU-5357786	TNFR1-induced proapoptotic signaling	12	0	REACTOME
R-MMU-5626978	TNFR1-mediated ceramide production	6	0	REACTOME
R-MMU-5668541	TNFR2 non-canonical NF-kB pathway	98	2	REACTOME
R-MMU-5669034	TNFs bind their physiological receptors	26	0	REACTOME
R-MMU-5628897	TP53 Regulates Metabolic Genes	47	21	REACTOME
R-MMU-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	4	2	REACTOME
R-MMU-6791312	TP53 Regulates Transcription of Cell Cycle Genes	34	2	REACTOME
R-MMU-5633008	TP53 Regulates Transcription of Cell Death Genes	14	3	REACTOME
R-MMU-6796648	TP53 Regulates Transcription of DNA Repair Genes	42	2	REACTOME
R-MMU-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	2	0	REACTOME
R-MMU-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	7	3	REACTOME
R-MMU-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	10	0	REACTOME
R-MMU-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	7	0	REACTOME
R-MMU-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	17	2	REACTOME
R-MMU-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	2	0	REACTOME
R-MMU-918233	TRAF3-dependent IRF activation pathway	3	0	REACTOME
R-MMU-933541	TRAF6 mediated IRF7 activation	3	0	REACTOME
R-MMU-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	8	6	REACTOME
R-MMU-933542	TRAF6 mediated NF-kB activation	14	5	REACTOME
R-MMU-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	80	14	REACTOME
R-MMU-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	16	3	REACTOME
R-MMU-75158	TRAIL  signaling	5	0	REACTOME
R-MMU-937061	TRIF(TICAM1)-mediated TLR4 signaling 	88	10	REACTOME
R-MMU-2562578	TRIF-mediated programmed cell death	9	1	REACTOME
R-MMU-187042	TRKA activation by NGF	2	0	REACTOME
R-MMU-3295583	TRP channels	27	2	REACTOME
R-MMU-1299503	TWIK related potassium channel (TREK)	3	1	REACTOME
R-MMU-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	1	1	REACTOME
R-MMU-1299344	TWIK-related spinal cord K+ channel (TRESK)	1	1	REACTOME
R-MMU-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	2	1	REACTOME
R-MMU-9033500	TYSND1 cleaves peroxisomal proteins	1	1	REACTOME
R-MMU-380095	Tachykinin receptors bind tachykinins	5	0	REACTOME
R-MMU-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	3	1	REACTOME
R-MMU-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)	1	1	REACTOME
R-MMU-1296346	Tandem pore domain potassium channels	11	1	REACTOME
R-MMU-174417	Telomere C-strand (Lagging Strand) Synthesis	21	17	REACTOME
R-MMU-174430	Telomere C-strand synthesis initiation	8	11	REACTOME
R-MMU-171319	Telomere Extension By Telomerase	2	5	REACTOME
R-MMU-157579	Telomere Maintenance	83	17	REACTOME
R-MMU-166665	Terminal pathway of complement	7	0	REACTOME
R-MMU-977068	Termination of O-glycan biosynthesis	14	2	REACTOME
R-MMU-5656169	Termination of translesion DNA synthesis	30	1	REACTOME
R-MMU-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	9	20	REACTOME
R-MMU-844615	The AIM2 inflammasome	1	1	REACTOME
R-MMU-844455	The NLRP1 inflammasome	3	2	REACTOME
R-MMU-844456	The NLRP3 inflammasome	10	6	REACTOME
R-MMU-1663150	The activation of arylsulfatases	8	4	REACTOME
R-MMU-2453902	The canonical retinoid cycle in rods (twilight vision)	20	29	REACTOME
R-MMU-1428517	The citric acid (TCA) cycle and respiratory electron transport	134	50	REACTOME
R-MMU-167826	The fatty acid cycling model	5	1	REACTOME
R-MMU-2514856	The phototransduction cascade	29	21	REACTOME
